job_id,contract_id,clause_id,citation,clause_name,taxonomy,taxonomy_provenance,type,prob,issue,matched,matched_key,gold_issue,gold_type,alignment,determinable,words_at_issue,evidence,reason
303FSupp3d236_multiemployer_collective_bargaining_agreement__c173__t2_1,303FSupp3d236_multiemployer_collective_bargaining_agreement,c173,303 F.Supp.3d 236,13-I. 1. Pension Fund,1.1,westlaw,2,0.24,"22-D Point Two(vi) gives tractor-trailer drivers who work 45 hours without a fifth shift ""benefit credits as if they worked the fifth shift (vacation, sick days, pension and welfare, etc.),"" which cannot be squared with this clause's measure of contributions by shifts actually worked. Whether a contribution is owed for a shift not worked is the conflict.",,,,,0.0,True,"The proposed issue concerns “for each shift worked” and its asserted conflict with 22-D Point Two(vi), which deems a fifth shift worked for benefit credits. Candidate g1 concerns the formula “8% of each employee’s pay rate per shift for each shift worked,” specifically whether its contribution base is shifts or wages in light of compensated paid leave under Section 13-K.3.",,"Although both concern unworked time, they identify different defects. The proposed issue alleges a conflict with 22-D’s deemed fifth-shift benefit credits, while g1 records ambiguity between shifts and wages, highlighted by a different paid-leave provision; the opinion passage does not address the 22-D conflict."
328FSupp3d317_kelly_agreement__c035__t1_1,328FSupp3d317_kelly_agreement,c035,328 F.Supp.3d 317,14(b). Agreement to Arbitrate,1.1,westlaw,1,0.4,"The fallback sends non-accepted claims to ""the American Arbitration Association pursuant to its Securities Arbitration Rules, effective May 1, 1993,"" a rule set that no longer exists, and ""does not accept"" is undefined (refusal, ineligibility, or a rule barring the claim form). The mechanics of the fallback forum therefore cannot be applied as written.",,,,,0.0,True,"The proposed issue turns on “If the FINRA does not accept” and “the American Arbitration Association pursuant to its Securities Arbitration Rules, effective May 1, 1993.” Candidate g1 turns on “any controversy or dispute,” “between you and Wells Fargo Advisors,” the singular pronouns, and the provision’s silence about class or collective arbitration.",,"The proposed issue concerns whether the fallback arbitration mechanism is operable because the specified 1993 AAA Securities Arbitration Rules allegedly no longer exist and the FINRA non-acceptance trigger is undefined. Candidate g1 instead concerns whether the agreement’s broad language, singular pronouns, and silence permit class or collective arbitration, so it records a different defect."
328FSupp3d317_kelly_agreement__c035__t2_1,328FSupp3d317_kelly_agreement,c035,328 F.Supp.3d 317,14(b). Agreement to Arbitrate,1.1,westlaw,2,0.32,"The operative clause covers only disputes ""arising between you and Wells Fargo Advisors,"" while the Paragraph 14(a) disclosures state the employee arbitrates disputes with ""a client, or any other person"" and that ineligible claims may be brought to court. Which of the two governs the scope and the fallback forum is squarely in issue.",,,,,0.0,True,"The proposed issue turns on Paragraph 14(b)’s “arising between you and Wells Fargo Advisors” and fallback to AAA, contrasted with Paragraph 14(a)’s references to disputes with “a client, or any other person” and litigation of ineligible claims. Candidate g1 turns on “any controversy or dispute,” the singular “you,” and the provision’s silence about class arbitration, alleging ambiguity between individual and class or collective proceedings.",,"The proposed issue alleges a conflict between Paragraphs 14(a) and 14(b) over covered parties and the forum for ineligible claims. Candidate g1 instead concerns whether Paragraph 14(b)’s silence and pronoun choices permit class or collective arbitration, which is a different defect despite some overlap in quoted language."
328FSupp3d317_laborde_agreement__c033__t1_1,328FSupp3d317_laborde_agreement,c033,328 F.Supp.3d 317,14(b) Agreement to Arbitrate,1.1,westlaw,1,0.28,"The fallback forum is the American Arbitration Association ""pursuant to its Securities Arbitration Rules, effective May 1, 1993,"" a rule set that no longer exists, and ""does not accept"" is not defined. The mechanics of the substitute forum cannot be worked out from the clause's own terms.",,,,,0.0,True,"The proposed issue turns on “If the FINRA does not accept” and “American Arbitration Association pursuant to its Securities Arbitration Rules, effective May 1, 1993.” Candidate g1 turns on “any controversy or dispute,” “you and Wells Fargo Advisors,” the clause’s singular pronouns, and its silence about class or collective arbitration.",,"The proposed issue concerns whether the fallback AAA forum can operate under an obsolete rule set and an undefined FINRA nonacceptance trigger. Candidate g1 instead concerns whether the clause’s broad scope, singular pronouns, and silence permit class or collective arbitration; the defects are distinct despite both involving paragraph 14(b)."
328FSupp3d317_laborde_agreement__c033__t2_1,328FSupp3d317_laborde_agreement,c033,328 F.Supp.3d 317,14(b) Agreement to Arbitrate,1.1,westlaw,2,0.22,"This clause reaches only controversies ""arising between you and Wells Fargo Advisors,"" while the Paragraph 14(a) disclosure tells the employee he is giving up the right to sue subsidiaries, employees, clients ""or any other person."" Whether third parties may compel arbitration depends on which of the two controls.",,,,,0.0,True,"The proposed issue turns on “arising between you and Wells Fargo Advisors” and its asserted conflict with Paragraph 14(a)’s reference to subsidiaries, employees, clients, and “any other person.” Candidate g1 turns on “any controversy or dispute,” the clause’s singular pronouns, and its silence about class or collective arbitration.",,"The proposed issue concerns whether Paragraph 14(b)’s limitation to disputes between the employee and Wells Fargo Advisors conflicts with Paragraph 14(a)’s coverage of claims involving other persons. Candidate g1 instead concerns whether Paragraph 14(b)’s silence about class arbitration and its singular pronouns permit class or collective proceedings, so it identifies a different defect."
359FSupp3d268_leases__c006__t1_1,359FSupp3d268_leases,c006,359 F.Supp.3d 268,Chambers Lease — 4(B). Gas royalty,"1.1,2.2",model,1,0.55,"The clause fixes gas royalty at one-eighth of ""the price paid to Lessee,"" and the post-production-cost deduction language that followed is struck through, leaving it unresolved whether royalty is net or gross of gathering, compression, dehydration and transportation. ""The price paid to Lessee"" is itself undefined for sales to affiliates.",g1,359FSupp3d268_leases__c006__i1,The phrase “price paid to Lessee” was disputed as pegging royalties to the proceeds Equinor actually received from ENG rather than the gas’s market value or ultimate downstream sales price.,1.1,0.76,True,"The proposed issue targets both “price paid to Lessee,” particularly its application to affiliate sales, and the struck post-production-cost deduction language as creating uncertainty over net versus gross royalties. g1 targets “price paid to Lessee” as the measure of actual proceeds versus market or downstream value; g2 targets “marketed and used off the premises,” read with the shut-in clause, struck deduction language, and implied-obligation disclaimer, as possibly imposing an express downstream-marketing duty.","The phrase ""price paid to Lessee"" unambiguously pegs the royalty to the price Equinor actually receives for the gas it sells, as opposed to the market value of the gas sold.","g1 matches the proposed issue’s affiliate-sale concern because both focus on whether “price paid to Lessee” means the proceeds actually received from the affiliate transaction rather than market value or a downstream sales price. The choice is somewhat close because the proposed issue also discusses the struck post-production-cost language appearing in g2’s analysis, but g2’s recorded defect concerns the distinct meaning of “marketed and used off the premises” and whether it creates a duty to market."
359FSupp3d268_leases__c011__t1_1,359FSupp3d268_leases,c011,359 F.Supp.3d 268,Chambers Lease — 8. Consolidation and pooling,"1.1,2.2",model,1,0.32,"Pooling is capped at 640 acres ""or such larger unit as may be required by state law or regulation,"" a trigger with no applicable boundary in Pennsylvania, and the same sentence requires Lessee to ""maintain a well density of at least 1 well per 160 acres contained in such well."" The size limit and the density obligation are both indeterminate as written.",,,,,0.0,True,"The proposed issue concerns the boundary supplied by “not more than 640 acres, or such larger unit as may be required by state law or regulation” and the asserted indeterminacy of “at least 1 well per 160 acres contained in such well.” g1 concerns the scope created by “such unit” and the placement of “as may be required by state law or regulation,” while g2 concerns whether “per 160 acres” is a ratio or counts only complete 160-acre groups, compared with “per thousand cubic feet” elsewhere.",,Neither candidate names the proposed defect. The proposal alleges that the state-law exception supplies no applicable boundary and only generally labels the density obligation indeterminate; it does not identify either g1’s ambiguity over which units the density rule covers or g2’s ratio-versus-complete-group dispute.
359FSupp3d268_leases__c055__t1_1,359FSupp3d268_leases,c055,359 F.Supp.3d 268,Richard Witter Lease — 4(B). Gas royalty,"1.1,2.2",model,1,0.55,"Gas royalty is one-eighth of ""the price paid to Lessee,"" and the following post-production-cost deduction language is struck through, so whether royalty is net or gross of gathering, compression, dehydration and transportation is unresolved. ""The price paid to Lessee"" is itself undefined for affiliate sales.",g1,359FSupp3d268_leases__c055__i1,The phrase “price paid to Lessee” was disputed as pegging royalties to the proceeds Equinor actually received from ENG rather than the gas’s market value or ultimate downstream sales price.,1.1,0.84,True,"The proposed issue concerns both “price paid to Lessee” as applied to affiliate sales and the struck-through post-production-cost deduction language. G1 concerns “price paid to Lessee” and the choice between actual affiliate-sale proceeds and market value or downstream proceeds; g2 concerns “marketed and used off the premises,” read with the shut-in clause, the crossed-out deduction text, and the disclaimer of implied obligations.","The phrase ""price paid to Lessee"" unambiguously pegs the royalty to the price Equinor actually receives for the gas it sells, as opposed to the market value of the gas sold.","G1 matches the proposed issue’s second sentence: both concern how “price paid to Lessee” determines royalties when the lessee sells to an affiliate rather than at the ultimate downstream price. The proposed issue also raises a separate net-versus-gross deduction question, but g2’s recorded defect concerns an express duty to market, not directly whether post-production costs may be deducted."
359FSupp3d268_leases__c060__t1_1,359FSupp3d268_leases,c060,359 F.Supp.3d 268,Richard Witter Lease — 8. Consolidation and pooling,"1.1,2.2",model,1,0.32,"Pooling is capped at 640 acres ""or such larger unit as may be required by state law or regulation,"" a trigger with no applicable boundary in Pennsylvania, and Lessee must ""maintain a well density of at least 1 well per 160 acres contained in such unit."" Both the size limit and the density duty are indeterminate as written.",g1,359FSupp3d268_leases__c060__i1,“Such unit” and the placement of “as may be required by state law or regulation” were patently lexically ambiguous as to whether the one-well-per-160-acres requirement applied to every development unit or only a “larger unit” required by law.,1.1,0.58,True,"The proposed issue concerns “not more than 640 acres, or such larger unit as may be required by state law or regulation” and the linked requirement of “at least 1 well per 160 acres contained in such unit.” g1 concerns the antecedent and scope of “such unit” and the placement of the state-law phrase, whereas g2 concerns whether “per 160 acres” denotes a ratio or only complete 160-acre groups, together with the royalty clause’s “per thousand cubic feet” language.",What is clear is that the well density provisions are patently ambiguous as to whether they apply to all development units.,"g1 substantially overlaps because both target the interaction between the larger-unit language and the well-density obligation. The proposed issue, however, emphasizes the absence of an external Pennsylvania boundary and merely calls the density duty indeterminate, without expressly identifying g1’s specific all-units-versus-larger-units ambiguity."
359FSupp3d268_leases__c105__t1_1,359FSupp3d268_leases,c105,359 F.Supp.3d 268,John Witter Lease — 4(B). Gas royalty,"1.1,2.2",model,1,0.55,"Gas royalty is one-eighth of ""the price paid to Lessee,"" and the following post-production-cost deduction language is struck through, so whether royalty is net or gross of gathering, transportation, dehydration and compression is unresolved. ""The price paid to Lessee"" is itself undefined for affiliate sales.",g1,359FSupp3d268_leases__c105__i1,The phrase “price paid to Lessee” was disputed as pegging royalties to the proceeds Equinor actually received from ENG rather than the gas’s market value or ultimate downstream sales price.,1.1,0.82,True,"The proposed issue concerns both “price paid to Lessee,” particularly its application to affiliate sales, and the struck post-production-cost deduction language. G1 concerns “price paid to Lessee” as the royalty valuation base; g2 instead concerns “marketed and used off the premises” and whether, in light of § 6, the strikeout, and the disclaimer, it creates a duty to market downstream.","The phrase ""price paid to Lessee"" unambiguously pegs the royalty to the price Equinor actually receives for the gas it sells, as opposed to the market value of the gas sold.","G1 matches the proposed issue’s affiliate-sale concern: both question whether “price paid to Lessee” means the proceeds Equinor actually receives from its affiliate transaction or a market/downstream value. The proposed issue also raises a separate net-versus-gross concern based on the struck cost language, which g1 does not cover."
359FSupp3d268_leases__c110__t1_1,359FSupp3d268_leases,c110,359 F.Supp.3d 268,John Witter Lease — 8. Consolidation and pooling,"1.1,2.2",model,1,0.32,"Pooling is capped at 640 acres ""or such larger unit as may be required by state law or regulation,"" a trigger with no applicable boundary in Pennsylvania, and Lessee must ""maintain a well density of at least 1 well per 160 acres contained in such unit."" Both the size limit and the density duty are indeterminate as written.",,,,,0.0,True,"The proposed issue concerns “not more than 640 acres, or such larger unit as may be required by state law or regulation” as allegedly supplying no applicable maximum, and generally labels “at least 1 well per 160 acres contained in such unit” indeterminate. Candidate g1 concerns whether “such unit” makes the density requirement apply to all units or only legally required larger units; g2 concerns whether “per 160 acres” expresses a ratio or counts only complete 160-acre groups.",,"Neither candidate names the proposed defect that the state-law exception leaves the maximum unit size without an applicable boundary. The proposed assertion that the density duty is merely “indeterminate” does not identify either g1’s scope ambiguity or g2’s complete-group interpretation, so it is too general to establish the same defect."
359FSupp3d268_leases__c157__t1_1,359FSupp3d268_leases,c157,359 F.Supp.3d 268,Scholz Lease — 4(B). Gas royalty,"1.1,2.2",model,1,0.55,"Gas royalty is one-eighth of ""the price paid to Lessee,"" and the following post-production-cost deduction language is struck through, so whether royalty is net or gross of gathering, transportation, dehydration and compression is unresolved. ""The price paid to Lessee"" is itself undefined for affiliate sales.",g1,359FSupp3d268_leases__c157__i1,The phrase “price paid to Lessee” was disputed as pegging royalties to the proceeds Equinor actually received from ENG rather than the gas’s market value or ultimate downstream sales price.,1.1,0.78,True,"The proposed issue turns on “price paid to Lessee,” especially for affiliate sales, and separately on the struck post-production-cost deduction language as affecting net-versus-gross royalty calculation. g1 concerns “price paid to Lessee” as actual proceeds versus market value or downstream sale price; g2 concerns “marketed and used off the premises,” read with §§ 6 and 20 and the struck language, as creating or not creating an express downstream marketing duty.","The phrase ""price paid to Lessee"" unambiguously pegs the royalty to the price Equinor actually receives for the gas it sells, as opposed to the market value of the gas sold.","g1 matches the proposed issue’s affiliate-sale concern: both question whether “price paid to Lessee” means the proceeds actually received from the affiliate transaction rather than market value or downstream proceeds. The choice is somewhat close because the proposed issue also raises the distinct effect of striking the post-production-cost language, which appears in g2’s context but is not g2’s recorded duty-to-market defect."
359FSupp3d268_leases__c161__t1_1,359FSupp3d268_leases,c161,359 F.Supp.3d 268,Scholz Lease — 8. Consolidation and pooling,"1.1,2.2",model,1,0.32,"Pooling is capped at 640 acres ""or such larger unit as may be required by state law or regulation,"" a trigger with no applicable boundary in Pennsylvania, and Lessee must ""maintain a well density of at least 1 well per 160 acres contained in such unit."" Both the size limit and the density duty are indeterminate as written.",g1,359FSupp3d268_leases__c161__i1,“Such unit” and the placement of “as may be required by state law or regulation” were patently lexically ambiguous as to whether the one-well-per-160-acres requirement applied to every development unit or only a “larger unit” required by law.,1.1,0.62,True,"The proposed issue concerns “not more than 640 acres, or such larger unit as may be required by state law or regulation” together with “at least 1 well per 160 acres contained in such unit.” Candidate g1 concerns the antecedent of “such unit” and the placement of the state-law qualifier; g2 instead concerns whether “per 160 acres” expresses a continuous ratio or counts only complete 160-acre groups, with a comparison to the royalty clause’s “per thousand cubic feet.”",What is clear is that the well density provisions are patently ambiguous as to whether they apply to all development units.,"The proposed issue and g1 both locate uncertainty in the combined unit-size exception and well-density language, particularly the effect of the state-law “larger unit” clause on the density duty. The match is partial because the proposal emphasizes the absence of an applicable Pennsylvania boundary and describes both duties generally as indeterminate, while g1 identifies the narrower syntactic question whether the density requirement applies to every unit or only a legally required larger unit."
359FSupp3d268_leases__c202__t1_1,359FSupp3d268_leases,c202,359 F.Supp.3d 268,Day Lease — 4(B). Gas royalty,"1.1,2.2",model,1,0.55,"Gas royalty is one-eighth of ""the price paid to Lessee,"" and the following post-production-cost deduction language is struck through, so whether royalty is net or gross of gathering, transportation, dehydration and compression is unresolved. ""The price paid to Lessee"" is itself undefined for affiliate sales.",g1,359FSupp3d268_leases__c202__i1,The phrase “price paid to Lessee” was disputed as pegging royalties to the proceeds Equinor actually received from ENG rather than the gas’s market value or ultimate downstream sales price.,1.1,0.74,True,"The proposed issue concerns both “price paid to Lessee,” particularly its application to affiliate sales, and the struck-through post-production-cost deduction language. G1 concerns “price paid to Lessee” as actual proceeds versus market or downstream value; g2 concerns “marketed and used off the premises,” read with the shut-in, integration, and crossed-out cost language, as creating or not creating a duty to market downstream.","The phrase ""price paid to Lessee"" unambiguously pegs the royalty to the price Equinor actually receives for the gas it sells, as opposed to the market value of the gas sold.","The proposed issue’s affiliate-sale concern and g1 both question what “price paid to Lessee” means when fixing the royalty base—actual proceeds from the affiliate transaction versus market or downstream value. The proposed issue also raises a separate net-versus-gross deduction problem; although g2 discusses the crossed-out cost language, its recorded defect concerns the meaning of “marketed” and an express duty to market, so g1 is the closer match."
359FSupp3d268_leases__c207__t1_1,359FSupp3d268_leases,c207,359 F.Supp.3d 268,Day Lease — 8. Consolidation and pooling,"1.1,2.2",model,1,0.32,"Pooling is capped at 640 acres ""or such larger unit as may be required by state law or regulation,"" a trigger with no applicable boundary in Pennsylvania, and Lessee must ""maintain a well density of at least 1 well per 160 acres contained in such unit."" Both the size limit and the density duty are indeterminate as written.",g1,359FSupp3d268_leases__c207__i1,“Such unit” and the placement of “as may be required by state law or regulation” were patently lexically ambiguous as to whether the one-well-per-160-acres requirement applied to every development unit or only a “larger unit” required by law.,1.1,0.64,True,"The proposed issue concerns “not more than 640 acres, or such larger unit as may be required by state law or regulation” together with “at least 1 well per 160 acres contained in such unit.” Candidate g1 concerns “such unit” and the placement of “as may be required by state law or regulation”; g2 instead concerns whether “per 160 acres” denotes a ratio or complete 160-acre groups, with a comparison to the royalty phrase “per thousand cubic feet.”",What is clear is that the well density provisions are patently ambiguous as to whether they apply to all development units.,"The proposed issue and g1 both concern the interaction between the 640-acre/larger-unit language and the well-density obligation. The match is partial because the proposal emphasizes the absence of an applicable Pennsylvania boundary and labels both duties generally indeterminate, while g1 identifies the more specific syntactic ambiguity over whether the density requirement applies to all units or only legally required larger units."
35FSupp3d725_confirmations__c002__t2_1,35FSupp3d725_confirmations,c002,35 F.Supp.3d 725,Confirmation 1 — Termination Value Warning,1.1,westlaw,2,0.26,"The all-capitals notice describes a ""VOLUNTARY EARLY TERMINATION"" at Counterparty's request and an ""EARLY TERMINATION PRICE"" set by BCI as if it were the non-defaulting party. No such Counterparty-requested termination or price mechanism appears in the Early Termination Right provision, which gives a termination right only to Buyer.",,,,,0.0,True,"The proposed issue turns on the sentence beginning “AT THE REQUEST OF COCNTERPARTY” and its references to “VOLUNTARY EARLY TERMINATION” and an “EARLY TERMINATION PRICE,” contrasted with the separate Early Termination Right granted only to Buyer. Candidate g1 instead turns on “THE TERMINATION VALUE WILL REFLECT CHANGES IN THE MARKET VALUE OF THE PARTIES’ RESPECTIVE POSITIONS,” together with Barclays’ Calculation Agent designation and the separate language assigning Market Value to a generally recognized source.",,"The proposed issue alleges that the Counterparty-requested voluntary-termination and pricing mechanism conflicts with the separate Early Termination Right, whereas g1 concerns whether Market Value enters the Termination Value calculation and whether Barclays may determine Market Value unilaterally. These are distinct defects involving different language."
35FSupp3d725_confirmations__c020__t1_1,35FSupp3d725_confirmations,c020,35 F.Supp.3d 725,Confirmation 1 — Termination Value,1.1,westlaw,1,0.48,"""Termination Value"" turns on what the Calculation Agent thinks ""necessary to compensate the non-defaulting party fairly,"" measured by what a hypothetical ""Dealer of recognized standing"" would charge, with no requirement that any actual quotation be obtained. Neither ""fairly"" nor ""transactions similar to the Transaction"" is defined.",,,,,0.0,True,"The proposed issue concerns “necessary to compensate the non-defaulting party fairly,” the hypothetical “Dealer” benchmark, “transactions similar to the Transaction,” and the silence concerning actual quotations and definitions. Candidate g1 concerns the definition’s silence on whether “Market Value of the MBS” enters the listed loss-and-cost components of Termination Value, rather than merely being compared with Termination Value for margin-call purposes.",,"The proposed issue challenges the indeterminacy of the fair-compensation and hypothetical-Dealer standard, including the absence of an actual-quotation requirement and definitions. Candidate g1 instead concerns whether Market Value is an input into Termination Value and how those distinct calculations relate, so it identifies a different silence and defect."
35FSupp3d725_confirmations__c020__t2_1,35FSupp3d725_confirmations,c020,35 F.Supp.3d 725,Confirmation 1 — Termination Value,1.1,westlaw,2,0.33,"Termination Value is defined only for early termination ""as a result of the occurrence of an Event of Default,"" yet the Buyer's Margin Amount provision requires it to be computed as of any date as if Buyer were the non-defaulting party. The definition and that provision cannot both be read literally.",,,,,0.0,True,The proposed issue turns on “in connection with any early termination ... as a result of the occurrence of an Event of Default” and its asserted conflict with the Buyer’s Margin Amount provision’s computation as of any date. Candidate g1 turns on the definition’s silence about whether “Market Value of the MBS” enters the listed loss-and-cost calculation of Termination Value.,,"The proposed issue alleges a conflict between the definition’s Event-of-Default limitation and the separate Buyer’s Margin Amount provision. Candidate g1 instead concerns whether Market Value is an input into Termination Value, a distinct silence involving different contractual language."
35FSupp3d725_confirmations__c024__t1_1,35FSupp3d725_confirmations,c024,35 F.Supp.3d 725,Confirmation 1 — Calculation Agent,1.1,westlaw,1,0.32,"The provision makes Barclays Capital Inc. the sole determiner of the Termination Value that drives its own margin calls, and of the Pricing Rate, without stating any standard, source or method here. The only qualifier, ""in good faith,"" sits in a different provision, and ""BCI"" is defined only in the all-capitals warning.",,,,,0.0,True,"The proposed issue concerns the sentences appointing Barclays Capital Inc. to determine Termination Value for Buyer’s Margin Amount and appointing BCI to determine the Pricing Rate, together with the provision’s silence as to standards, sources, methods, and good faith. Candidate g1 concerns the phrase “For purposes of determining the Termination Value” and whether that designation implicitly extends to determining the separate MBS Market Value, despite other text assigning Market Value to a “generally recognized source agreed to by the parties.”",,"The proposed issue challenges Barclays’ standardless, self-interested authority to determine Termination Value and Pricing Rate. Candidate g1 instead addresses whether Barclays’ authority to calculate Termination Value also extends to unilateral determination of the distinct MBS Market Value; that is a different scope dispute, so there is no match."
35FSupp3d725_confirmations__c037__t2_1,35FSupp3d725_confirmations,c037,35 F.Supp.3d 725,Confirmation 2 — Termination Value Warning,1.1,westlaw,2,0.26,"The all-capitals notice describes a ""VOLUNTARY EARLY TERMINATION"" at Counterparty's request and an ""EARLY TERMINATION PRICE"" set by BCI as if it were the non-defaulting party. No such Counterparty-requested termination or price mechanism appears in the Early Termination Right provision, which gives a termination right only to Buyer.",,,,,0.0,True,"The proposed issue turns on the sentence beginning “IF AT THE REQUEST OF COUNTERPARTY, BCI AGREES TO A VOLUNTARY EARLY TERMINATION” and its “EARLY TERMINATION PRICE,” read against the separate Early Termination Right allegedly granted only to Buyer. Candidate g1 turns on the warning that Termination Value would “REFLECT CHANGES IN THE MARKET VALUE OF THE PARTIES’ RESPECTIVE POSITIONS” and whether that language made MBS Market Value an input or gave Barclays unilateral valuation authority.",,"The proposed issue concerns an allegedly unsupported Counterparty-requested voluntary early-termination and pricing mechanism. The candidate instead concerns whether the market-value language and Barclays’ Calculation Agent role authorized Barclays to determine MBS Market Value for margin calls, so it names a different defect."
35FSupp3d725_confirmations__c054__t1_1,35FSupp3d725_confirmations,c054,35 F.Supp.3d 725,Confirmation 2 — Termination Value,1.1,westlaw,1,0.48,"""Termination Value"" turns on what the Calculation Agent thinks ""necessary to compensate the non-defaulting party fairly,"" measured by what a hypothetical ""Dealer of recognized standing"" would charge, with no requirement that any actual quotation be obtained. Neither ""fairly"" nor ""transactions similar to the Transaction"" is defined.",,,,,0.0,True,"The proposed issue turns on “determined by the Calculation Agent in good faith,” “necessary to compensate the non-defaulting party fairly,” and the hypothetical “Dealer” dealing in “transactions similar to the Transaction,” particularly the silence about obtaining an actual quotation and defining “fairly” or “similar.” Candidate g1 turns on the definition’s silence about whether “Market Value of the MBS” enters the listed loss-and-cost components of Termination Value, versus being separately compared with Termination Value for margin-call purposes.",,"The proposed issue challenges the discretion and undefined hypothetical-dealer standard used to calculate Termination Value. Candidate g1 instead concerns whether Market Value of the MBS is an input into Termination Value and how those two calculations relate, so it names a different defect."
35FSupp3d725_confirmations__c054__t2_1,35FSupp3d725_confirmations,c054,35 F.Supp.3d 725,Confirmation 2 — Termination Value,1.1,westlaw,2,0.33,"Termination Value is defined only for early termination ""as a result of the occurrence of an Event of Default,"" yet the Buyer's Margin Amount provision requires it to be computed as of any date as if Buyer were the non-defaulting party. The definition and that provision cannot both be read literally.",,,,,0.0,True,The proposed issue turns on “in connection with any early termination ... as a result of the occurrence of an Event of Default” and its alleged conflict with the Buyer’s Margin Amount provision requiring a calculation as of any date. Candidate g1 turns on the definition’s listed loss-and-cost components—particularly its silence about Market Value of the MBS—and whether Market Value enters the Termination Value calculation.,,"The proposed issue alleges a conflict between the Event-of-Default limitation in the definition and the separate Buyer’s Margin Amount provision. Candidate g1 instead concerns whether Market Value of the MBS is an unstated input to Termination Value, so it identifies a different silence and relationship between calculations."
35FSupp3d725_confirmations__c058__t1_1,35FSupp3d725_confirmations,c058,35 F.Supp.3d 725,Confirmation 2 — Calculation Agent,1.1,westlaw,1,0.32,"The provision makes Barclays Capital Inc. the sole determiner of the Termination Value that drives its own margin calls, and of the Pricing Rate, without stating any standard, source or method here. The only qualifier, ""in good faith,"" sits in a different provision, and ""BCI"" is defined only in the all-capitals warning.",,,,,0.0,True,"The proposed issue turns on the first sentence naming Barclays Capital Inc. as Calculation Agent for Termination Value, the third sentence naming BCI for Pricing Rate, and the provision’s silence about calculation standards or methods. g1 turns on the first sentence’s phrase “For purposes of determining the Termination Value” and whether that designation also reaches MBS Market Value despite separate text assigning Market Value to a generally recognized source.",,The proposed issue alleges an absence of standards governing Barclays’ calculation of Termination Value and Pricing Rate. The recorded defect instead concerns whether the Calculation Agent designation extends Barclays’ authority from calculating Termination Value to unilaterally determining the distinct MBS Market Value; that is a different specific defect.
35FSupp3d725_confirmations__c071__t2_1,35FSupp3d725_confirmations,c071,35 F.Supp.3d 725,Confirmation 3 — Termination Value Warning,1.1,westlaw,2,0.26,"The all-capitals notice describes a ""VOLUNTARY EARLY TERMINATION"" at Counterparty's request and an ""EARLY TERMINATION PRICE"" set by BCI as if it were the non-defaulting party. No such Counterparty-requested termination or price mechanism appears in the Early Termination Right provision, which gives a termination right only to Buyer.",,,,,0.0,True,"The proposed issue turns on the sentence beginning “IF AT THE REQUEST OF COUNTERPARTY” and its references to “VOLUNTARY EARLY TERMINATION” and an “EARLY TERMINATION PRICE,” contrasted with the Early Termination Right provision’s silence as to such a Counterparty right. Candidate g1 turns on the statement that Termination Value “WILL REFLECT CHANGES IN THE MARKET VALUE” and its interaction with Barclays’ Calculation Agent designation and the margin-call valuation terms.",,"The proposed issue alleges a mismatch between the notice’s Counterparty-requested voluntary early-termination mechanism and a separate provision granting termination rights only to Buyer. Candidate g1 instead concerns whether market value enters the Termination Value calculation and whether Barclays may determine Market Value unilaterally, so it identifies a different defect."
35FSupp3d725_confirmations__c088__t1_1,35FSupp3d725_confirmations,c088,35 F.Supp.3d 725,Confirmation 3 — Termination Value,1.1,westlaw,1,0.48,"""Termination Value"" turns on what the Calculation Agent thinks ""necessary to compensate the non-defaulting party fairly,"" measured by what a hypothetical ""Dealer of recognized standing"" would charge, with no requirement that any actual quotation be obtained. Neither ""fairly"" nor ""transactions similar to the Transaction"" is defined.",,,,,0.0,True,"The proposed issue turns on “determined by the Calculation Agent in good faith,” “necessary to compensate ... fairly,” the hypothetical “Dealer,” and “transactions similar to the Transaction,” particularly the absence of definitions or an actual-quotation requirement. Candidate g1 instead turns on the definition’s silence about whether “Market Value of the MBS” is an input to Termination Value and its relationship to the separate margin-call calculation.",,"The proposed issue challenges the indeterminacy and discretion in the hypothetical-dealer measure, whereas g1 concerns whether Market Value of the MBS enters the Termination Value calculation. These are distinct silences involving different inputs and contractual language."
35FSupp3d725_confirmations__c088__t2_1,35FSupp3d725_confirmations,c088,35 F.Supp.3d 725,Confirmation 3 — Termination Value,1.1,westlaw,2,0.33,"Termination Value is defined only for early termination ""as a result of the occurrence of an Event of Default,"" yet the Buyer's Margin Amount provision requires it to be computed as of any date as if Buyer were the non-defaulting party. The definition and that provision cannot both be read literally.",,,,,0.0,True,The proposed issue turns on “in connection with any early termination ... as a result of the occurrence of an Event of Default” and its asserted conflict with the Buyer’s Margin Amount provision’s “as of any date” hypothetical calculation. Candidate g1 turns on the definition’s silence about whether “Market Value of the MBS” enters the listed loss-and-cost components of Termination Value.,,"The proposed issue alleges a temporal/trigger conflict between the Event-of-Default limitation in the Termination Value definition and the Buyer’s Margin Amount provision’s requirement for hypothetical calculations on any date. Candidate g1 instead concerns whether Market Value is an input into Termination Value, so it names a different defect."
